,message
748,"Samjhao
"
749,"🌝
"
750,"Aise nhi batate🌚🌚
"
751,"Samaj jao🌚
"
752,"Bolhi do
"
753,"Nhi to
"
754,"<Media omitted>
"
755,"Wahi wahi 🌚🌚
"
756,"Exam ka paper leak krdiya tah kya?
"
757,"Achuyta mera chacha lagta h jo mere ko paper dega🌚
"
758,"Kisi ne aec ka assignment nhi kiya hai kya
"
759,"Aj aec quiz bhi hai kya?
"
760,"Haaa 8 baje se🙂
"
761,"<Media omitted>
"
762,"Nhiii h bhai 🙂🙂✨✨ joke tha
"
763,"<Media omitted>
"
764,"20 min me 20 ques kaise hoga , agar koi numerical bhi aya to whi shutdown!!
"
765,"<Media omitted>
"
766,"<Media omitted>
"
767,"Sab numericals
"
768,"<Media omitted>
"
769,"<Media omitted>
"
770,"<Media omitted>
"
771,"Google pe 14th d dikharaha
"
772,"<Media omitted>
"
773,"<Media omitted>
"
774,"<Media omitted>
"
775,"<Media omitted>
"
776,"<Media omitted>
"
777,"<Media omitted>
"
778,"<Media omitted>
"
779,"<Media omitted>
"
780,"<Media omitted>
"
781,"<Media omitted>
"
782,"<Media omitted>
"
783,"<Media omitted>
"
784,"<Media omitted>
"
785,"<Media omitted>
"
786,"<Media omitted>
"
787,"<Media omitted>
"
788,"<Media omitted>
"
789,"<Media omitted>
"
790,"<Media omitted>
"
791,"<Media omitted>
"
792,"This message was deleted
"
793,"This message was deleted
"
794,"This message was deleted
"
795,"Bhai sahi answer bhi likha hai.....dekhlo......
"
796,"<Media omitted>
"
797,"👍
"
798,"🙏bahubali
"
799,"Bhai shi h aa gya 20/20🙂
"
800,"Time to pucho kab tak extended kiye h bas ok likh diye
"
801,"Tomorrow likhe toh hai
"
802,"Ohhh nhi dekhe the🥲🥲
"
803,"Good work
"
804,"Ab konsa quiz hai
"
805,"Midsem h bs aur kch ni
"
806,"Iss devi ko grp me add karo🙂✨
"
807,"😂😂
"
808,"🙂🙂
"
809,"Aj 2 quiz the?
"
810,"Guys end karte hai meet🙂
"
811,"nahi bhay
"
812,"wahi naa
"
813,"😂😂
"
814,"Kiski dost h ye?🌚✨
"
815,"Divyansh ki saheli🌝
"
816,"😂bohot awkward  ho raha hai
"
817,"@918639102642 bhai ache dost rakhe ho🌚🌚
"
818,"👀👀
"
819,"🥲🥲
"
820,"🙂🙂🙂
"
821,"Vraj ended the meet🙂
"
822,"🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃
"
823,"😂😂
"
824,"Mumbai haar gyi na isliye 🙂🙂
"
825,"<Media omitted>
"
826,"haan bhai vraj ko bura laga
"
827,"💙😑😑😐
"
828,"Betichod 🙂
"
829,"😂😂😂
"
830,"Bici she was smart helpful but beech beech me subko bewakooj boli🥲quiz k time
"
831,"Tum sab betichod 🙃🙃🙃🙃🙃🙃🙃🙃
"
832,"But thik hai maddat ki though🥲
"
833,"Who tho tum ho bhi🙂
"
834,"🙂🙂🙂
"
835,"This message was deleted
"
836,"Tum ho bewkooof wo help ki wo devi h🙂
"
837,"😂😂
"
838,"@917735952127 🦤🤓
"
839,"kya hua🙂🙂
"
840,"Who caress...jab tak help krrhi🙂
"
841,"Mai bewakoof nhi hu🙂
"
842,"Ahem😂
"
843,"aur koi quiz he kya?
"
844,"maine toh kuch nahi kiya 🙂🙂
"
845,"aaj
"
846,"Pata h
"
847,"ok.🌝
"
848,"Na
"
849,"Usko thank you and take care boldena🙂 @916394650588
"
850,"<Media omitted>
"
851,"Meri nhi @918639102642 ki saheli thi vo🙂
"
852,"But boldo ache manners hote hain thode learn karlo tum bhi😂
"
853,"Bhii bada dhuk h 😏😑
"
854,"Subko bewakoof boli🥲
"
855,"tum toh csk fan ho na?
"
856,"Jo bolta hai wahi hota hai😂
"
857,"Mein to hospital wali baat ke liye take care bol raha tha.
"
858,"Bhai answer mil gaya na or kya chaiye 🌝🌝
"
859,"Wo to @916394650588 hi jaane
"
860,"Tujhe ye kon bol diya 😑
"
861,"Yaha pe to aise me bhi log ek dusre ko bewakoof se bhi aur achi achi bate sunate hai 🙂
"
862,"<Media omitted>
"
863,"Wo MI ka fan hai
"
864,"💙han bhii😑
"
865,"Haan🙂
"
866,"Omhh🙂
"
867,"Haan yeh bhi hai🥲
"
868,"Kya mtlb🙂
"
869,"Aur kya chaiye
"
870,"Bee ka syllabus hai kisike pass?
"
871,"2 quizes
Aur konsa quiz tha aaj other than bee
"
872,"+1
"
873,"+91 83090 13383 joined using this group's invite link
"
874,"+1
"
875,"🙃?
"
876,"Tum samjhe nahi
"
877,"Kumch nhi🙂
"
878,"Apne reason ko strong dikhane k liye kabhi kabhi ek do jhuth bolna padhta hai🙂
"
879,"Yeh kon add hua 🙂??
"
880,"koi bahar ka hai
"
881,"kahan par bhai🙂🙂
"
882,"Iss group me🥲🥲
"
883,"koi teacher ko add nahi kiye na??🥲🥲
"
884,"student hai
"
885,"Usse zyada mujhe kisi or ka darr hai🥲
"
886,"😂😂
"
887,"arey haan🥲🥲
"
888,"Meko lg hi rha tha
"
889,"Ehehehe🌝🌝
"
890,"🥲🥲🥲
"
891,"🥲🥲
"
892,"Kon h ..??
"
893,"nahi malum bro🥲
"
894,"I think I should inform @918809663053  Cop 🌝
"
895,"<Media omitted>
"
896,"<Media omitted>
"
897,"~ • 🅂🄽🄴🄷 • changed the group description
"
898,"~ • 🅂🄽🄴🄷 • removed +91 83090 13383
"
899,"~ • 🅂🄽🄴🄷 • changed the group description
"
900,"Kyaa huaa?
"
901,"Are koi join kiya tha ....bahar ka koi tha
"
902,"😂😂😂
"
903,"Or tune check kra h kya ...sab aapne hi sec ke h na bass group me
"
904,"+91 73307 39349 joined using this group's invite link
"
905,"Aab ye kon h
"
906,"🥲🥲abhi v bht log h jo aapne sec k nhi h
"
907,"106 bache🙂section toh sirf 93 ka hai🙂
"
908,"kon hai yaar
"
909,"Nikalo saalo ko
"
910,"Kick them out
"
911,"Mai admin thori hu🥲🙂
"
912,"Okayy waitt🌚🌚
"
913,"Ye avi kon join kiya ye ...bhii jo v ho intro plzz
"
914,"Toh bano aur phir nikalo 🤨
"
915,"Aise admin thori ban jaate hai🙂
"
916,"Koi nhi hamari  super cop is on duty .🌝
"
917,"Koi test dena padta hai 🙂
"
918,"Dipti jha ?
"
919,"Yup
"
920,"@918809663053 will do the job🙂
"
921,"Yah 🥲
"
922,"~ Dipti Jha removed +91 6295 047 154
"
923,"For sure🙂
"
924,"Nhi bus group banane wale tum hone chahiye🙂
"
925,"@919875491797 remove
"
926,"Bhai tu expect kar rha hai ki mujhe itna bhi nhi pata hoga 😔
"
927,"~ Dipti Jha removed +91 6296 997 069
"
928,"Nhi nhi I don't mean that🥲🥲
"
929,"~ Dipti Jha removed +91 98754 91797
"
930,"Phle Hamlog ye aalag log jo join kre h usse nipat le 🌝
"
931,"@919649900909 yeh bhi
"
932,"Ek permanent meeting id bana lo quiz aur tests k liye
"
933,"Or han jo log galti se aapne sec ka bahar ho jaye ...wo aapne kisi frnd se group link mang liyo 🌝🥲....

Can someone tag all
"
934,"Zalul se zalul🌝
"
935,"Gumd idea🙂
"
936,"~ Dipti Jha removed +91 96499 00909
"
937,"Ok I ll do ....or description me de Dunga
"
938,"@916394650588 abhi tak yahi pe hai!?🙃
"
939,"Bagal me khana bhi khaa rha hu🙂
"
940,"👍
"
941,"Kya baat ho rha h?🙂
"
942,"Phle kha le🌝
"
943,"Group se bahar nikala jaa rha hai logo ko🙂
"
944,"Omk🥲
"
945,"Tumko?🙂🙂
"
946,"Nhi🙂🙂
"
947,"@917330739349 yeh bhii
"
948,"Tum kab nikloge?🙂🙂
"
949,"Mujhe jaha se bahar hona tha waha se hu🙂
"
950,"~ Dipti Jha removed +91 95619 42252
"
951,"Amcha amcha🙂🙂
"
952,"~ Dipti Jha removed +91 73307 39349
"
953,"Haan Haan🙂🙂
"
954,"Kisi ke DIL se ...kya ..???🌝🌝
"
955,"~ Dipti Jha removed +91 81302 14006
"
956,"Madaltod ho tum🙂🙂
"
957,"@918809663053 aaj bhi duty pe h?🙂🙂
"
958,"Bulaya gya duty pr 🙂
"
959,"haan bhai
"
960,"Yesss
"
961,"🥲🥲😉
"
962,"@916394650588 bhi class ka nhi nikal do🙂
"
963,"Police?🙂
"
964,"🤣🤣🤣🤣
"
965,"bhai 3 anand hai konsa wala bol rahe🙂🙂
"
966,"Sirf anand jo h🙂
"
967,"wahi amethi wala banda na??🙂🙂
"
968,"Haaa amethi wala🙂🙂
"
969,"woh nahi rahega toh aec wale sir ko kon call karega🙂🙂
"
970,"Haaa ye bhj baat h🥲🥲
"
971,"Haan bhai🥲🥲🥲
"
972,"M ek baat bolu?
"
973,"Wat ..?
"
974,"<Media omitted>
"
975,"<Media omitted>
"
976,"aec ke liye jo humne time extend kiya hai...time tou humare pass pehle v tha...tbhi kahi se ans ni mila...baki 24 hrs m miljayega tou?!🙂
"
977,"No offense...milega tou bhejdena
"
978,"~ • 🅂🄽🄴🄷 • changed the group description
"
979,"Don't fear when @918963969526 is here 😁😁
"
980,"👀@918963969526
"
981,"@918963969526 👯‍♂️
"
982,"🥲🥲
"
983,"Maine group link hata diya h description se...sab log to h hi hamare sec ka to zarurat nhi h...agr para then ask for link .🥲🥲

And  permanent link daal diya meet ka h ...for Quiz  🥲🥲
"
984,"<Media omitted>
"
985,"@918809663053  Thanks cop for ur valuable time 🌝😅
"
986,"Ek kaam krte h
"
987,"@918809663053 ka police ka job chala gya🥲
"
988,"🙂
"
989,"Nhiiiii🙂
"
990,"Chup kr sunn ab
"
991,"Kaise ..avi to kr ke gyi h
"
992,"Nhiii mat bol🙂🙂
"
993,"Age nhi na kr payegi🥲
"
994,"Uska matlab tha khatam ho gaya abhi ke liye🙂🙂
"
995,"<Media omitted>
"
996,"Aec ke sir ko personally ek ek qstn msg krte ki sir ye doubt h...fir sir ans bhejenge...ese krte krte sb qstn solve
"
997,"<Media omitted>
"
998,"<Media omitted>
"
999,"Jao 1st question pucho🙂🙂
"
1000,"Thik hai tu 2nd puchna
"
1001,"@916394650588 baki ke qstns puchega
"
1002,"Phle 1st to puch ke aa fir dekha jayega🙂
"
1003,"<Media omitted>
"
1004,"<Media omitted>
"
1005,"<Media omitted>
"
1006,"<Media omitted>
"
1007,"<Media omitted>
"
1008,"Bhai tumhare baal kahan chale gaye🙂🙂
"
1009,"Ghumne gye h wo log aa jayenge🥲🥲
"
1010,"<Media omitted>
"
1011,"<Media omitted>
"
1012,"Talent bolte h usko
"
1013,"😂😂
"
1014,"Jaldi bula lo warna bhaag jayenge🙂🙂
"
1015,"<Media omitted>
"
1016,"Ekdum fas fas bulayenge🙂🙂
"
1017,"<Media omitted>
"
1018,"😅😅
"
1019,"🙂🙂
"
1020,"Themks🙂🙂
"
1021,"🙂🙂🙂
"
1022,"<Media omitted>
"
1023,"<Media omitted>
"
1024,"<Media omitted>
"
1025,"<Media omitted>
"
1026,"<Media omitted>
"
1027,"🙂chal chal
"
1028,"<Media omitted>
"
1029,"Nhii jana mere ko🙂🙂
"
1030,"Jao padho ja ke exam me batana 🥲🌝
"
1031,"🌚🌚✨✨
"
1032,"Kyu kar rahi hai remove ye sabko?
"
1033,"Tum late ho jo hona tha ho v gya...now everything is fine 🙂🙂
"
1034,"I mean removing people who weren't doing anything seems kinda rude but okay
"
1035,"Jo section k hi nhi hai vo na hi kare kuch toh zyada better hai🙂
"
1036,"But woh log hamare section ke nahi the🙂🙂
"
1037,"Bhai online section hai. Kya hi farak padta hai if they are in our section
"
1038,"Dekh ...wo kuch nhi kr rhe h that is fine  but kya pata Hamara baat khin leak ho rha ho .kya pata kavi koi teacher v aa jye
"
1039,"Kahi tumhi toh unhe add toh nhi karvayi thi🌝
"
1040,"Pata nahi koi teacher bhi ho sakta hai toh better hai na hi rahe group mein 🙂🙂
"
1041,"Hamare sec ka strength kya h ..??
"
1042,"Nahi but there were a few people that I know who you all removed
"
1043,"93 I guess
"
1044,"Avi v 6 extra h ..wo pata nhi kon kon h
"
1045,"@919122791429 dekhoo yrr mai nhi kr rhii 
Tmhe jo shi lgay khud kr lo
"
1046,"🙂there was nothing rude with that firstly secondly humare agne me unka kya kaam hai🙂
"
1047,"Haan bhai point toh hai🙂🙂
"
1048,"Are aree...thik hi to h jo nhi h unka rah ki v kya fyda so bahar hi ho jaye na
"
1049,"Wo log iss section ke vyakti nhi h🙂
"
1050,"Han wo to phale hi pucha. Tha na jo h inform kr de nhi krnge usse bahar or kya
"
1051,"Are vo help karte hai hamari bahut sare quizzes and assignment me isiliye rakha tha unhe is group me
"
1052,"Kisi ko remove karne se pahle tag karke puch lo
Agar kai log vouch karte hai unke liye to mat remove karo
"
1053,"Bhai whatsapp pe to koi help nhj krta meet pe hota h help bro🥲
"
1054,"Dekho yrr hamlogo ko to Aisa koi bola nhi .ki hamne aadd kiya tavi to sab hath kare kr diye...to unka phir rhna koi maine nhi rkhta na
"
1055,"Agreed bhai🥲🥲
"
1056,"Maine phle hi bola tha bhii itro plzz .
"
1057,"🥲🥲🥲
"
1058,"Are vo sab starting se the
"
1059,"Bhai agar koi jaan pechan ka add kr rhe ho bata do ki ye isko mat nikalna
"
1060,"Bhai tumlog ka b13 ka jitna log online liye hai sab is group me hai. To b12 ke 3-4 extra log rahe to problem kya hai
"
1061,"Haan or jisko add karna hoga wo meet link send kr dega usse
"
1062,"*b11
"
1063,"Main b11 ka hu🥲🥲 aur humlog ka koi offline wala nhi h
"
1064,"Wahi bata de ki jaan pechan ka h
"
1065,"Dekh maine phle hi pucha kisi na tavi nhi bola to hame laga wo aaise hi join krbke rkhe h to Nial diye
"
1066,"To remove karne se pehle puch lete 🤷
"
1067,"Malik log ho aaplog🙂🙂
"
1068,"Arey pucha tha @919122791429 ne koi jawab nahi diya tha🙂🙂
"
1069,"Are to jo pechan wale h tere uska bata do nhi nikalenge🥲
"
1070,"Wahi na yrr ..maine pucha tavi koi nhi bola aavi sab bol rhe h
"
1071,"@919122791429 dekhoo 
Chor mai add kr dyti hu phir se
Or chor do aabse koii remove nhii
"
1072,"Nhi ruk
"
1073,"Dekho main link de de rha hu jisse Krna h wo personally bhej do
"
1074,"Are main bas bola malik log h aaplog funny way me🥲🥲
"
1075,"Haaa aur bata do kon h ye
"
1076,"He gave like a 2 min waiting period before dipti started throwing people out
"
1077,"Jo bhi sus lage use tag karke intro pucho agar koi vouch nahi kiya uske liye to remove
Ezzzzz
"
1078,"Bro mujhe toh jitna yaad hai quizes and all me help wehgera tabse aana shuru hoyi jabse meet shuru hoyi hai and usme sub apne class k log hi jawab dete may be mai galat ho sakta dhyan nhi diya honga buy itna hi mujhe yaad hai🙂
"
1079,"Ha but time do use thoda atleast
"
1080,"Koi nahi phir se add karlo 🙂🙂
"
1081,"And 2 mahine me agar chats leak nahi hua hai to abhi bhi nahi hoga
"
1082,"Nhi ddkh main link send kr de rha hu yehan jisko aapne pechan wale ko add Krna h kr lo ...bas baat kahtam
"
1083,"🌝ehehe
"
1084,"https://chat.whatsapp.com/JjKEZd67uZQ96UrObyQrtn
"
1085,"🙂🙂🙂
"
1086,"Lo kr lo jisko jisko aadd Krna h .
"
1087,"@919122791429 chor link dy do jisko add krwana h krne do 
Baat khtm kro 
Or aabse no remove
"
1088,"Haaa aur jo bhi add ho rha h bata dena kon h humlog bhi jaan jayenge🥲
"
1089,"Haan de diya
"
1090,"Ha ye sahi rahega
"
1091,"Chor nhi Janna bhii .jisse Karna h kr lo
"
1092,"Haaa wahi yaar
"
1093,"Are janenge to bro kon h
"
1094,"I m hoping ki actually help aaye🥲
"
1095,"Han jano tumlog...mujhe koi interest nhi h aab jannne me
"
1096,"+1🙂🙂
"
1097,"+1
"
1098,"Relax broooo🙂🙂
"
1099,"Mjhe admin se v htt do
"
1100,"Arey bro gussa mat karo🙂🙂🙂
"
1101,"Bhii main gussa nhi hu yrrr
"
1102,"Are relax admin kyu hatana?
"
1103,"Arey tum toh cop ho tumko kaise koi hatayega😂😂
"
1104,"Ok bhai🙂🙂🙂
"
1105,"🤣🤣🤣🤣 police ko hataya thodi jata h🤣🤣
"
1106,"Bhai logo....AEC KA assignment hua?
"
1107,"Wahi na bhai 😂😂😂
"
1108,"+1😱😱
"
1109,"🤣🤣🤣🤣
"
1110,"Aisa hoga toh chor ko kon pakdega 😂😂
"
1111,"Unko bhi ab koi interest nahi hai group wapas join karne me 🤡
"
1112,"I just thought you all should ask before doing all this isiliye bola
"
1113,"Chor khud jail me aayenge🤣🤣
"
1114,"Kripya hame maaf kre 🙇🏻‍♂️
"
1115,"😂😂😂
"
1116,"Ha karke bhej Dena guys
"
1117,"haan please🙂
"
1118,"kab tak submit krna he?
"
1119,"kal 11:59PM
"
1120,"Bhai
"
1121,"Sir abhi tak classroom me change nahi kiye hai
"
1122,"Bolna hai kya
"
1123,"Fir late aayega
"
1124,"Koi nhi bhii chnge kr denge..chor na wo bol diye h na..ab wo unka kaam h
"
1125,"✅✅
"
1126,"Koi bee ka course bata sakta hai kya kya aa raha???!
"
1127,"+1
"
1128,"+1
"
1129,"+1(sub laga rhe toh mai bhi +1 karde rha)
"
1130,"Pata kar kya kya aa raha hai 🙂
"
1131,"@916394650588 ma'am se puch syllabus 🙂
"
1132,"Chutiya dikh rha hu🙂
"
1133,"lmao
"
1134,"Isliye toh bola ki ja puch ke aa 🙃
"
1135,"Wo sirf ek ma'am se hi puchhega....
"
1136,"Stepson 😂
"
1137,"AC fundamentals tk🙂
"
1138,"Ye kya hota hai 😐
"
1139,"Ghar me AC hongi usko chalane k fundamentals🙂switch kaise on kare wehgera wehgera
"
1140,"<Media omitted>
"
1141,"*Mid Semester Syllabus* 

•Maths- Chap-5, 6.1
•AEC- Till Transistors
•Physics- Till Heisenberg uncertainty 
•BEE- upto AC Fundamentals
"
1142,"@918102326621 klse in saare ke ans bhi batadenaa🌚
"
1143,"tumlogo ko mail aagaya invigilator ka?
"
1144,"Mai bhi ussi chakkar me hoon.. Ans mile toh btana
"
1145,"Ha
"
1146,"<Media omitted>
"
1147,"😂😂😂
"
1148,"Haan humari maths ki teacher hai🥲🙂
"
1149,"dusre section ke bhi log hai👀
"
1150,"🙏🙏
"
1151,"VRB-13 me kon kon hai🙂??
"
1152,"roll no dekho
"
1153,"Tab toh tumhara masti hai
"
1154,"merekoo roh abhi tk kuch mail mhi aaya🙂
"
1155,"sabkoo aagaya kya!
"
1156,"Tumhe mid sem se bhar kardiya hai🙂...you're not allowed to. give mid sem👻
"
1157,"subhe subhe heart attack mat do bhaii😢
"
1158,"Ab sach hai tho kya karu🥲
"
1159,"🙂🙂🙂🙂
"
1160,"👻💀😌
"
1161,"Exam timings kya hoga?
"
1162,"<Media omitted>
"
1163,"Subha🥱🥲
"
1164,"kisikaaa huaa kya aec?
"
1165,"+1
"
1166,"+1
"
1167,"+1
"
1168,"<Media omitted>
"
1169,"chodoo koi submit mat kroo😬
"
1170,"assignment me mass bunk krte he
"
1171,"Kisike pas bee ka pichle sem ka paper hai kya
"
1172,"<Media omitted>
"
1173,"solution guys 😖
"
1174,"I=Irms.root2
"
1175,"Section b me kitne question attempt karne Hain, 2 me so koi ek na
"
1176,"Haa 2 me se koi
"
1177,"1
"
1178,"Haan last time aaesa hi tha
"
1179,"Aise kl konsa exam h bee na?
"
1180,"🙂
"
1181,"🥲
"
1182,"Hn
"
1183,"Dhanywad 🙂🫂
"
1184,"Bee ke note bhejo
"
1185,"Jaldi jaldi
"
1186,"Wo to ni h🥲🥲
"
1187,"Kuch padhai kar leta hun jaldi jaldi
"
1188,"Same invigilator me ho batana🙂
"
1189,"🌛
"
1190,"?
"
1191,"Answers bol raha hai kya
"
1192,"🌜
"
1193,"Haa ans aur kya batayoge?🙂
"
1194,"Tum puchoge to bataunga🙂
"
1195,"<Media omitted>
"
1196,"Guys chemistry ka syllabus bata do koi🙂
"
1197,"<Media omitted>
"
1198,"integration karlio marks aa jaenge
"
1199,"20*root2=irms
"
1200,"modern physics
"
1201,"Omk🙂
"
1202,"Omk🙂
"
1203,"Ye galat hai dost
"
1204,"I=Irms.root2
"
1205,"🙃 irms ki value liye
"
1206,"oh ha wala i likhna tha
"
1207,"AEC ka due date update nahi hua na?
"
1208,"👀 nahi hua
"
1209,"AEC hua kisi ka? 🥲
"
1210,"Koi maat submit karna
"
1211,"kaha tak hogaya tumhara?
"
1212,"4 question bas 🥲
"
1213,"Jaldi jaldi karo aur send karo
"
1214,"Aaj se tum mere best friend
"
1215,"me bhi kisi aur ke help se hi likh raha hu 😂
"
1216,"1 hi baaki hai  na
"
1217,"This message was deleted
"
1218,"<Media omitted>
"
1219,"Bahubali❤😭@918963969526
"
1220,"This message was deleted
"
1221,"<Media omitted>
"
1222,"@918780963367 kya hua Bhai party cancel?😂
"
1223,"This message was deleted
"
1224,"Ha bhai 😂
"
1225,"Oye galat baat hai🥺
"
1226,"Theory different likhna same mt likhna🙂
"
1227,"<Media omitted>
"
1228,"Nahi ab to same likhenge 🙂
"
1229,"Please🥺🥺🥺🥺
"
1230,"Aaj hi submit karna hai🙂??
"
1231,"Ha
"
1232,"Jyada cute maat banao acha nahi laag raha 🙂
"
1233,"Oh....💀ab chalega
"
1234,"<Media omitted>
"
1235,"<Media omitted>
"
1236,"Bata dena🙂
"
1237,"(A+b)^2 aayega bas bhaorsa rkh🙂
"
1238,"Kal kis subject ka exam hai? 🥲
"
1239,"Biology 🙂
"
1240,"Chemisyry hai shayad
"
1241,"Tab to sahi hai🙂
"
1242,"Aaj nhi puchna tha
"
1243,"EVS
"
1244,"Are confirm karo bio ya chem 🙂
"
1245,"Ok🙂🥲
"
1246,"Konsa chap padhoge?🌚
"
1247,"To basically kal bio chem and evs 3 exam hai 🙂
"
1248,"Tum English padh ke jao🙂
"
1249,"Haaa aur sanskrit bhi🙂
"
1250,"Chapter ku padhna hai videos hai uske liye
"
1251,"~reproduction~ dekhta hu bro🙂
"
1252,"Practical exam hai kal?
"
1253,"Practical krte h chalo direct🌚🌚
"
1254,"Let me download vpn 🙂
"
1255,"~mere ko bhi bhej dena~ 🙂🙂
"
1256,"<Media omitted>
"
1257,"🙃
"
1258,"<Media omitted>
"
1259,"🙂🙂
"
1260,"😶
"
1261,"Hata diye bro?🥲
"
1262,"Ye kab aaya aur sabko kyu nhi aaya?🥺
"
1263,"<Media omitted>
"
1264,"https://discord.gg/TWCMxK9D
"
1265,"AEC Assignment send krdo koi 🙂
"
1266,"Arre ac fundamentals bhi aa raha hai ya uske pehle ka hi aa raha hai?
"
1267,"PNP aur NPN transistor AEC ke syllabus me hai ki nahi ??
"
